,interval_start_utc,interval_end_utc,north,south,west,houston,total
5,2023-01-01 05:00:00+00:00,2023-01-01 06:00:00+00:00,12065.13,9548.46,6515.71,8540.91,36670.21
6,2023-01-01 06:00:00+00:00,2023-01-01 07:00:00+00:00,11744.81,9391.59,6409.28,8299.45,35845.13
7,2023-01-01 07:00:00+00:00,2023-01-01 08:00:00+00:00,11526.63,9208.5,6356.8,8171.5,35263.44
8,2023-01-01 08:00:00+00:00,2023-01-01 09:00:00+00:00,11294.22,8981.61,6340.45,7997.26,34613.53
9,2023-01-01 09:00:00+00:00,2023-01-01 10:00:00+00:00,11157.53,8869.19,6354.59,7854.72,34236.02
10,2023-01-01 10:00:00+00:00,2023-01-01 11:00:00+00:00,11185.16,8769.12,6357.92,7776.76,34088.96
11,2023-01-01 11:00:00+00:00,2023-01-01 12:00:00+00:00,11364.09,8830.07,6299.86,7756.29,34250.31
12,2023-01-01 12:00:00+00:00,2023-01-01 13:00:00+00:00,11646.23,8926.68,6322.0,7837.33,34732.24
13,2023-01-01 13:00:00+00:00,2023-01-01 14:00:00+00:00,11939.46,9103.62,6310.32,7895.9,35249.29
14,2023-01-01 14:00:00+00:00,2023-01-01 15:00:00+00:00,12217.97,9320.87,6361.69,8056.85,35957.37
15,2023-01-01 15:00:00+00:00,2023-01-01 16:00:00+00:00,12417.35,9494.62,6376.05,8372.77,36660.79
16,2023-01-01 16:00:00+00:00,2023-01-01 17:00:00+00:00,12194.2,9735.42,6241.55,8718.75,36889.92
17,2023-01-01 17:00:00+00:00,2023-01-01 18:00:00+00:00,12203.89,9852.55,6174.14,9008.48,37239.06
18,2023-01-01 18:00:00+00:00,2023-01-01 19:00:00+00:00,12359.11,9943.6,6174.45,9269.05,37746.2
19,2023-01-01 19:00:00+00:00,2023-01-01 20:00:00+00:00,12330.21,10253.5,5908.55,9565.8,38058.06
20,2023-01-01 20:00:00+00:00,2023-01-01 21:00:00+00:00,12299.78,10630.33,6019.35,9807.32,38756.77
21,2023-01-01 21:00:00+00:00,2023-01-01 22:00:00+00:00,12462.72,10844.8,6276.07,9958.92,39542.51
22,2023-01-01 22:00:00+00:00,2023-01-01 23:00:00+00:00,12603.61,11091.33,6082.34,10000.48,39777.76
23,2023-01-01 23:00:00+00:00,2023-01-02 00:00:00+00:00,13024.14,11261.16,6029.82,10116.8,40431.93
24,2023-01-02 00:00:00+00:00,2023-01-02 01:00:00+00:00,13575.23,11595.36,6345.91,10323.17,41839.67
25,2023-01-02 01:00:00+00:00,2023-01-02 02:00:00+00:00,13494.46,11385.49,6336.58,10196.76,41413.28
26,2023-01-02 02:00:00+00:00,2023-01-02 03:00:00+00:00,13377.82,11173.72,6326.76,10079.06,40957.36
27,2023-01-02 03:00:00+00:00,2023-01-02 04:00:00+00:00,13052.29,10954.52,6254.52,9932.31,40193.63
28,2023-01-02 04:00:00+00:00,2023-01-02 05:00:00+00:00,12593.1,10577.23,6204.78,9700.33,39075.44
29,2023-01-02 05:00:00+00:00,2023-01-02 06:00:00+00:00,11913.72,10141.67,6166.7,9351.58,37573.67
30,2023-01-02 06:00:00+00:00,2023-01-02 07:00:00+00:00,11297.5,9657.06,6105.93,9002.59,36063.07
31,2023-01-02 07:00:00+00:00,2023-01-02 08:00:00+00:00,10839.45,9409.45,6067.14,8745.9,35061.93
32,2023-01-02 08:00:00+00:00,2023-01-02 09:00:00+00:00,10566.33,9160.19,6068.51,8567.4,34362.43
33,2023-01-02 09:00:00+00:00,2023-01-02 10:00:00+00:00,10392.7,8981.54,6110.79,8532.96,34018.0
34,2023-01-02 10:00:00+00:00,2023-01-02 11:00:00+00:00,10432.71,9032.96,6156.12,8584.18,34205.97
35,2023-01-02 11:00:00+00:00,2023-01-02 12:00:00+00:00,10694.61,9266.01,6208.85,8762.8,34932.27
36,2023-01-02 12:00:00+00:00,2023-01-02 13:00:00+00:00,11215.44,9670.51,6221.18,9023.48,36130.61
37,2023-01-02 13:00:00+00:00,2023-01-02 14:00:00+00:00,11660.71,10025.6,6316.98,9231.51,37234.81
38,2023-01-02 14:00:00+00:00,2023-01-02 15:00:00+00:00,12021.75,10299.62,6354.25,9469.83,38145.45
39,2023-01-02 15:00:00+00:00,2023-01-02 16:00:00+00:00,12909.85,10786.93,6374.72,9895.23,39966.73
40,2023-01-02 16:00:00+00:00,2023-01-02 17:00:00+00:00,13423.53,11141.27,6384.3,10312.93,41262.03
41,2023-01-02 17:00:00+00:00,2023-01-02 18:00:00+00:00,13920.65,11678.09,6374.62,10600.83,42574.19
42,2023-01-02 18:00:00+00:00,2023-01-02 19:00:00+00:00,14318.5,11910.0,6364.67,10772.61,43365.78
43,2023-01-02 19:00:00+00:00,2023-01-02 20:00:00+00:00,14471.67,12206.49,6315.96,10902.1,43896.23
44,2023-01-02 20:00:00+00:00,2023-01-02 21:00:00+00:00,14585.67,12486.95,6242.82,10901.41,44216.85
45,2023-01-02 21:00:00+00:00,2023-01-02 22:00:00+00:00,14639.4,12766.19,6281.7,10991.99,44679.28
46,2023-01-02 22:00:00+00:00,2023-01-02 23:00:00+00:00,14789.05,12867.11,6222.68,11071.09,44949.93
47,2023-01-02 23:00:00+00:00,2023-01-03 00:00:00+00:00,15350.19,12891.39,6299.2,11349.86,45890.64
48,2023-01-03 00:00:00+00:00,2023-01-03 01:00:00+00:00,15580.55,13062.8,6371.55,11504.35,46519.26
49,2023-01-03 01:00:00+00:00,2023-01-03 02:00:00+00:00,15184.65,12737.1,6482.7,11387.21,45791.65
50,2023-01-03 02:00:00+00:00,2023-01-03 03:00:00+00:00,14678.02,12328.25,6482.4,11185.24,44673.92
51,2023-01-03 03:00:00+00:00,2023-01-03 04:00:00+00:00,14060.79,11887.16,6554.68,10928.7,43431.33
52,2023-01-03 04:00:00+00:00,2023-01-03 05:00:00+00:00,13326.68,11252.49,6388.4,10494.94,41462.51
53,2023-01-03 05:00:00+00:00,2023-01-03 06:00:00+00:00,12366.72,10508.01,6233.26,9967.21,39075.19
54,2023-01-03 06:00:00+00:00,2023-01-03 07:00:00+00:00,11590.48,9818.93,6180.85,9505.26,37095.52
55,2023-01-03 07:00:00+00:00,2023-01-03 08:00:00+00:00,10987.05,9275.07,6165.78,9148.54,35576.44
56,2023-01-03 08:00:00+00:00,2023-01-03 09:00:00+00:00,10671.68,9013.14,6163.03,8923.53,34771.38
57,2023-01-03 09:00:00+00:00,2023-01-03 10:00:00+00:00,10631.71,8759.71,6232.1,8848.31,34471.83
58,2023-01-03 10:00:00+00:00,2023-01-03 11:00:00+00:00,10842.69,8677.99,6260.22,8936.51,34717.41
59,2023-01-03 11:00:00+00:00,2023-01-03 12:00:00+00:00,11490.03,9009.67,6347.4,9290.55,36137.66
60,2023-01-03 12:00:00+00:00,2023-01-03 13:00:00+00:00,12504.45,9674.26,6503.56,9739.24,38421.51
61,2023-01-03 13:00:00+00:00,2023-01-03 14:00:00+00:00,13259.4,10206.17,6614.52,9920.0,40000.1
62,2023-01-03 14:00:00+00:00,2023-01-03 15:00:00+00:00,13450.52,10412.29,6564.17,10029.86,40456.82
63,2023-01-03 15:00:00+00:00,2023-01-03 16:00:00+00:00,13509.58,10432.47,6460.86,10352.44,40755.36
64,2023-01-03 16:00:00+00:00,2023-01-03 17:00:00+00:00,13633.72,10556.94,6440.05,10618.0,41248.7
65,2023-01-03 17:00:00+00:00,2023-01-03 18:00:00+00:00,13796.69,10784.43,6477.28,10822.16,41880.55
66,2023-01-03 18:00:00+00:00,2023-01-03 19:00:00+00:00,13728.15,11042.12,6472.7,11058.83,42301.8
67,2023-01-03 19:00:00+00:00,2023-01-03 20:00:00+00:00,13682.32,11286.64,6513.34,11302.05,42784.35
68,2023-01-03 20:00:00+00:00,2023-01-03 21:00:00+00:00,13643.44,11475.6,6434.73,11507.16,43060.94
69,2023-01-03 21:00:00+00:00,2023-01-03 22:00:00+00:00,13609.28,11696.38,6453.73,11551.97,43311.35
70,2023-01-03 22:00:00+00:00,2023-01-03 23:00:00+00:00,13780.55,11850.82,6502.96,11356.88,43491.21
71,2023-01-03 23:00:00+00:00,2023-01-04 00:00:00+00:00,14136.32,11806.26,6324.84,11146.84,43414.26
72,2023-01-04 00:00:00+00:00,2023-01-04 01:00:00+00:00,14724.97,12117.27,6493.14,11067.66,44403.05
73,2023-01-04 01:00:00+00:00,2023-01-04 02:00:00+00:00,14696.72,11971.99,6666.82,10712.49,44048.02
74,2023-01-04 02:00:00+00:00,2023-01-04 03:00:00+00:00,14470.89,11514.0,6675.76,10339.84,43000.49
75,2023-01-04 03:00:00+00:00,2023-01-04 04:00:00+00:00,14028.87,10914.96,6645.12,9927.38,41516.32
76,2023-01-04 04:00:00+00:00,2023-01-04 05:00:00+00:00,13308.5,10243.56,6541.8,9366.61,39460.48
77,2023-01-04 05:00:00+00:00,2023-01-04 06:00:00+00:00,12624.01,9584.62,6448.86,8760.34,37417.82
78,2023-01-04 06:00:00+00:00,2023-01-04 07:00:00+00:00,12194.46,9067.28,6463.44,8330.43,36055.61
79,2023-01-04 07:00:00+00:00,2023-01-04 08:00:00+00:00,12049.17,8770.17,6455.83,8083.29,35358.47
80,2023-01-04 08:00:00+00:00,2023-01-04 09:00:00+00:00,12094.69,8727.28,6382.23,7979.06,35183.27
81,2023-01-04 09:00:00+00:00,2023-01-04 10:00:00+00:00,12329.59,8730.41,6393.82,7950.64,35404.46
82,2023-01-04 10:00:00+00:00,2023-01-04 11:00:00+00:00,12837.42,8886.35,6425.2,8097.89,36246.86
83,2023-01-04 11:00:00+00:00,2023-01-04 12:00:00+00:00,13985.84,9479.11,6591.79,8535.68,38592.42
84,2023-01-04 12:00:00+00:00,2023-01-04 13:00:00+00:00,15662.84,10305.6,6733.24,9229.21,41930.9
85,2023-01-04 13:00:00+00:00,2023-01-04 14:00:00+00:00,16804.23,10746.01,6918.28,9596.44,44064.97
86,2023-01-04 14:00:00+00:00,2023-01-04 15:00:00+00:00,16729.0,10811.33,6987.28,9729.22,44256.83
87,2023-01-04 15:00:00+00:00,2023-01-04 16:00:00+00:00,16297.26,10630.69,6780.88,9884.35,43593.18
88,2023-01-04 16:00:00+00:00,2023-01-04 17:00:00+00:00,15790.69,10456.26,6612.31,10023.65,42882.9
89,2023-01-04 17:00:00+00:00,2023-01-04 18:00:00+00:00,15257.19,10392.98,6519.8,10119.85,42289.82
90,2023-01-04 18:00:00+00:00,2023-01-04 19:00:00+00:00,14780.92,10416.28,6480.36,10166.06,41843.63
91,2023-01-04 19:00:00+00:00,2023-01-04 20:00:00+00:00,14392.17,10691.45,6488.25,10288.09,41859.95
92,2023-01-04 20:00:00+00:00,2023-01-04 21:00:00+00:00,14075.6,10803.82,6414.62,10348.72,41642.76
93,2023-01-04 21:00:00+00:00,2023-01-04 22:00:00+00:00,14011.03,11050.05,6414.36,10464.4,41939.85
94,2023-01-04 22:00:00+00:00,2023-01-04 23:00:00+00:00,14202.92,11261.47,6412.31,10447.73,42324.44
95,2023-01-04 23:00:00+00:00,2023-01-05 00:00:00+00:00,14654.14,11437.01,6267.54,10490.32,42849.01
96,2023-01-05 00:00:00+00:00,2023-01-05 01:00:00+00:00,15437.14,11739.07,6269.01,10538.78,43983.99
97,2023-01-05 01:00:00+00:00,2023-01-05 02:00:00+00:00,15625.4,11627.51,6376.58,10330.76,43960.25
98,2023-01-05 02:00:00+00:00,2023-01-05 03:00:00+00:00,15658.1,11329.67,6591.65,10099.89,43679.31
99,2023-01-05 03:00:00+00:00,2023-01-05 04:00:00+00:00,15414.04,10997.73,6791.96,9782.52,42986.25
100,2023-01-05 04:00:00+00:00,2023-01-05 05:00:00+00:00,14783.46,10444.44,6750.32,9288.55,41266.77
101,2023-01-05 05:00:00+00:00,2023-01-05 06:00:00+00:00,14277.43,9905.44,6782.35,8848.68,39813.91
102,2023-01-05 06:00:00+00:00,2023-01-05 07:00:00+00:00,13881.91,9463.06,6550.84,8490.8,38386.6
103,2023-01-05 07:00:00+00:00,2023-01-05 08:00:00+00:00,13846.88,9283.78,6652.72,8335.39,38118.78
104,2023-01-05 08:00:00+00:00,2023-01-05 09:00:00+00:00,13843.13,9187.55,6560.86,8247.43,37838.97
105,2023-01-05 09:00:00+00:00,2023-01-05 10:00:00+00:00,14056.17,9184.98,6470.2,8247.18,37958.52
106,2023-01-05 10:00:00+00:00,2023-01-05 11:00:00+00:00,14644.43,9536.11,6426.34,8477.1,39083.97
107,2023-01-05 11:00:00+00:00,2023-01-05 12:00:00+00:00,15809.51,10140.72,6625.67,9025.37,41601.27
108,2023-01-05 12:00:00+00:00,2023-01-05 13:00:00+00:00,17622.43,11285.01,6745.84,9821.3,45474.57
109,2023-01-05 13:00:00+00:00,2023-01-05 14:00:00+00:00,18486.69,11909.08,6893.26,10187.33,47476.36
110,2023-01-05 14:00:00+00:00,2023-01-05 15:00:00+00:00,18049.25,11765.61,6787.65,10232.12,46834.64
111,2023-01-05 15:00:00+00:00,2023-01-05 16:00:00+00:00,17147.17,11224.29,6776.2,10195.28,45342.94
112,2023-01-05 16:00:00+00:00,2023-01-05 17:00:00+00:00,16202.2,10883.8,6898.25,10101.4,44085.65
113,2023-01-05 17:00:00+00:00,2023-01-05 18:00:00+00:00,15415.84,10569.07,6739.48,10091.66,42816.05
114,2023-01-05 18:00:00+00:00,2023-01-05 19:00:00+00:00,14694.68,10490.16,6632.84,10108.04,41925.72
115,2023-01-05 19:00:00+00:00,2023-01-05 20:00:00+00:00,14134.28,10535.16,6578.91,10138.07,41386.42
116,2023-01-05 20:00:00+00:00,2023-01-05 21:00:00+00:00,13797.35,10677.98,6460.35,10196.17,41131.84
117,2023-01-05 21:00:00+00:00,2023-01-05 22:00:00+00:00,13651.36,10899.39,6434.81,10289.07,41274.63
118,2023-01-05 22:00:00+00:00,2023-01-05 23:00:00+00:00,13755.35,11110.92,6420.24,10304.16,41590.67
119,2023-01-05 23:00:00+00:00,2023-01-06 00:00:00+00:00,14388.33,11346.87,6378.36,10267.88,42381.43
120,2023-01-06 00:00:00+00:00,2023-01-06 01:00:00+00:00,15343.69,11653.4,6568.42,10403.7,43969.21
121,2023-01-06 01:00:00+00:00,2023-01-06 02:00:00+00:00,15602.89,11543.58,6323.74,10249.06,43719.28
122,2023-01-06 02:00:00+00:00,2023-01-06 03:00:00+00:00,15852.52,11378.41,6573.93,10122.39,43927.26
123,2023-01-06 03:00:00+00:00,2023-01-06 04:00:00+00:00,15900.8,11151.51,6559.28,9783.15,43394.73
124,2023-01-06 04:00:00+00:00,2023-01-06 05:00:00+00:00,15412.55,10681.18,6588.27,9343.6,42025.61
125,2023-01-06 05:00:00+00:00,2023-01-06 06:00:00+00:00,14839.05,10164.9,6578.43,8917.47,40499.85
126,2023-01-06 06:00:00+00:00,2023-01-06 07:00:00+00:00,14398.85,9760.57,6509.76,8593.68,39262.86
127,2023-01-06 07:00:00+00:00,2023-01-06 08:00:00+00:00,14185.43,9585.0,6561.63,8433.46,38765.52
128,2023-01-06 08:00:00+00:00,2023-01-06 09:00:00+00:00,14084.93,9483.56,6577.48,8334.42,38480.39
129,2023-01-06 09:00:00+00:00,2023-01-06 10:00:00+00:00,14275.68,9549.33,6611.93,8348.95,38785.89
130,2023-01-06 10:00:00+00:00,2023-01-06 11:00:00+00:00,14901.7,9685.63,6615.13,8543.02,39745.48
131,2023-01-06 11:00:00+00:00,2023-01-06 12:00:00+00:00,15793.81,10112.95,6666.08,9025.29,41598.13
132,2023-01-06 12:00:00+00:00,2023-01-06 13:00:00+00:00,17285.13,10994.5,6834.68,9748.93,44863.23
133,2023-01-06 13:00:00+00:00,2023-01-06 14:00:00+00:00,18042.58,11463.23,6894.43,10079.85,46480.08
134,2023-01-06 14:00:00+00:00,2023-01-06 15:00:00+00:00,17745.67,11345.26,6854.18,10159.57,46104.67
135,2023-01-06 15:00:00+00:00,2023-01-06 16:00:00+00:00,17067.84,11163.2,6682.8,10120.93,45034.77
136,2023-01-06 16:00:00+00:00,2023-01-06 17:00:00+00:00,16454.65,11247.12,6599.08,10221.64,44522.48
137,2023-01-06 17:00:00+00:00,2023-01-06 18:00:00+00:00,15954.93,11163.86,6598.9,10349.45,44067.15
138,2023-01-06 18:00:00+00:00,2023-01-06 19:00:00+00:00,15308.92,11127.83,6554.16,10477.87,43468.79
139,2023-01-06 19:00:00+00:00,2023-01-06 20:00:00+00:00,14677.63,11253.83,6606.61,10731.64,43269.71
140,2023-01-06 20:00:00+00:00,2023-01-06 21:00:00+00:00,14272.18,11459.51,6544.8,10896.73,43173.21
141,2023-01-06 21:00:00+00:00,2023-01-06 22:00:00+00:00,14129.24,11653.46,6539.34,10982.23,43304.27
142,2023-01-06 22:00:00+00:00,2023-01-06 23:00:00+00:00,14057.27,11769.28,6350.61,10897.38,43074.53
143,2023-01-06 23:00:00+00:00,2023-01-07 00:00:00+00:00,14194.61,11752.85,6006.01,10776.66,42730.12
144,2023-01-07 00:00:00+00:00,2023-01-07 01:00:00+00:00,14507.04,11886.18,6300.3,10777.31,43470.85
145,2023-01-07 01:00:00+00:00,2023-01-07 02:00:00+00:00,14286.68,11696.14,6693.14,10502.56,43178.52
146,2023-01-07 02:00:00+00:00,2023-01-07 03:00:00+00:00,13990.19,11352.41,6680.58,10244.47,42267.65
147,2023-01-07 03:00:00+00:00,2023-01-07 04:00:00+00:00,13617.85,11001.15,6534.66,10030.74,41184.39
148,2023-01-07 04:00:00+00:00,2023-01-07 05:00:00+00:00,13018.95,10517.55,6438.17,9615.65,39590.32
149,2023-01-07 05:00:00+00:00,2023-01-07 06:00:00+00:00,12258.22,10010.62,6188.97,9204.96,37662.78
150,2023-01-07 06:00:00+00:00,2023-01-07 07:00:00+00:00,11568.17,9659.64,6008.42,8812.38,36048.61
151,2023-01-07 07:00:00+00:00,2023-01-07 08:00:00+00:00,11079.11,9307.63,5931.04,8542.81,34860.59
152,2023-01-07 08:00:00+00:00,2023-01-07 09:00:00+00:00,10779.44,8921.08,5973.08,8348.73,34022.33
153,2023-01-07 09:00:00+00:00,2023-01-07 10:00:00+00:00,10703.84,8760.7,6260.08,8236.87,33961.49
154,2023-01-07 10:00:00+00:00,2023-01-07 11:00:00+00:00,10767.85,8712.98,6302.67,8212.74,33996.24
155,2023-01-07 11:00:00+00:00,2023-01-07 12:00:00+00:00,11099.48,8828.4,6382.21,8316.13,34626.21
156,2023-01-07 12:00:00+00:00,2023-01-07 13:00:00+00:00,11630.19,9078.28,6443.83,8543.77,35696.08
157,2023-01-07 13:00:00+00:00,2023-01-07 14:00:00+00:00,12191.07,9382.93,6265.0,8733.04,36572.05
158,2023-01-07 14:00:00+00:00,2023-01-07 15:00:00+00:00,12830.06,9756.45,6270.84,9033.76,37891.1
159,2023-01-07 15:00:00+00:00,2023-01-07 16:00:00+00:00,13460.72,10235.3,6635.17,9497.67,39828.87
160,2023-01-07 16:00:00+00:00,2023-01-07 17:00:00+00:00,13465.51,10666.37,6598.63,9939.89,40670.41
161,2023-01-07 17:00:00+00:00,2023-01-07 18:00:00+00:00,13358.93,10974.75,6512.39,10341.72,41187.79
162,2023-01-07 18:00:00+00:00,2023-01-07 19:00:00+00:00,13241.7,11173.84,6444.62,10633.72,41493.88
163,2023-01-07 19:00:00+00:00,2023-01-07 20:00:00+00:00,13038.54,11332.47,6210.91,10885.63,41467.55
164,2023-01-07 20:00:00+00:00,2023-01-07 21:00:00+00:00,12756.14,11494.38,6252.96,11026.79,41530.27
165,2023-01-07 21:00:00+00:00,2023-01-07 22:00:00+00:00,12705.0,11597.55,6313.84,11062.78,41679.17
166,2023-01-07 22:00:00+00:00,2023-01-07 23:00:00+00:00,12909.09,11636.76,6193.79,11027.95,41767.58
167,2023-01-07 23:00:00+00:00,2023-01-08 00:00:00+00:00,13491.4,11565.42,6111.2,10984.52,42152.53
168,2023-01-08 00:00:00+00:00,2023-01-08 01:00:00+00:00,13977.22,11830.26,6226.82,11043.38,43077.68
169,2023-01-08 01:00:00+00:00,2023-01-08 02:00:00+00:00,13922.55,11608.24,6257.32,10798.4,42586.51
170,2023-01-08 02:00:00+00:00,2023-01-08 03:00:00+00:00,13791.71,11237.72,6269.1,10543.53,41842.06
171,2023-01-08 03:00:00+00:00,2023-01-08 04:00:00+00:00,13537.7,10820.48,6250.38,10312.7,40921.26
172,2023-01-08 04:00:00+00:00,2023-01-08 05:00:00+00:00,13161.03,10423.16,6302.93,9956.32,39843.44
173,2023-01-08 05:00:00+00:00,2023-01-08 06:00:00+00:00,12730.45,9944.71,6354.01,9504.15,38533.31
174,2023-01-08 06:00:00+00:00,2023-01-08 07:00:00+00:00,12367.38,9470.33,6187.38,9039.1,37064.2
175,2023-01-08 07:00:00+00:00,2023-01-08 08:00:00+00:00,12126.65,9082.3,6192.86,8641.35,36043.16
176,2023-01-08 08:00:00+00:00,2023-01-08 09:00:00+00:00,11996.37,8778.44,6137.72,8351.92,35264.45
177,2023-01-08 09:00:00+00:00,2023-01-08 10:00:00+00:00,12079.46,8627.47,6138.54,8118.13,34963.61
178,2023-01-08 10:00:00+00:00,2023-01-08 11:00:00+00:00,12294.44,8691.75,6195.6,8008.39,35190.18
179,2023-01-08 11:00:00+00:00,2023-01-08 12:00:00+00:00,12696.88,8809.54,6302.05,7986.86,35795.33
180,2023-01-08 12:00:00+00:00,2023-01-08 13:00:00+00:00,13381.88,9059.5,6406.27,8080.18,36927.83
181,2023-01-08 13:00:00+00:00,2023-01-08 14:00:00+00:00,14253.51,9309.99,6516.34,8267.56,38347.39
182,2023-01-08 14:00:00+00:00,2023-01-08 15:00:00+00:00,14837.21,9697.8,6540.42,8482.41,39557.83
183,2023-01-08 15:00:00+00:00,2023-01-08 16:00:00+00:00,14723.49,9863.36,6910.93,8719.45,40217.22
