,interval_start_utc,interval_end_utc,north,south,west,houston,total
541,2023-01-23 13:00:00+00:00,2023-01-23 14:00:00+00:00,21290.8,14219.36,7388.17,11789.01,54687.34
542,2023-01-23 14:00:00+00:00,2023-01-23 15:00:00+00:00,20615.17,13828.71,7373.97,11692.45,53510.3
543,2023-01-23 15:00:00+00:00,2023-01-23 16:00:00+00:00,19265.37,13204.2,7218.76,11486.11,51174.43
544,2023-01-23 16:00:00+00:00,2023-01-23 17:00:00+00:00,18116.09,12473.63,7046.31,11311.9,48947.93
545,2023-01-23 17:00:00+00:00,2023-01-23 18:00:00+00:00,17127.4,12246.88,6844.1,10998.35,47216.73
546,2023-01-23 18:00:00+00:00,2023-01-23 19:00:00+00:00,16336.32,11964.54,6706.44,10693.64,45700.94
547,2023-01-23 19:00:00+00:00,2023-01-23 20:00:00+00:00,15690.16,11662.58,6674.71,10485.14,44512.59
548,2023-01-23 20:00:00+00:00,2023-01-23 21:00:00+00:00,15191.9,11517.61,6627.96,10345.19,43682.66
549,2023-01-23 21:00:00+00:00,2023-01-23 22:00:00+00:00,15025.43,11559.38,6612.33,10270.66,43467.8
550,2023-01-23 22:00:00+00:00,2023-01-23 23:00:00+00:00,15418.16,11798.01,6576.17,10276.79,44069.12
551,2023-01-23 23:00:00+00:00,2023-01-24 00:00:00+00:00,16321.21,12236.4,6616.53,10616.77,45790.92
552,2023-01-24 00:00:00+00:00,2023-01-24 01:00:00+00:00,17197.93,12739.68,6797.23,11006.62,47741.45
553,2023-01-24 01:00:00+00:00,2023-01-24 02:00:00+00:00,17346.23,12853.59,6887.36,11005.04,48092.22
554,2023-01-24 02:00:00+00:00,2023-01-24 03:00:00+00:00,17174.56,12649.44,6686.81,10885.33,47396.14
555,2023-01-24 03:00:00+00:00,2023-01-24 04:00:00+00:00,16626.71,12123.67,6670.45,10563.26,45984.1
556,2023-01-24 04:00:00+00:00,2023-01-24 05:00:00+00:00,15628.76,11466.99,6822.09,10055.38,43973.22
557,2023-01-24 05:00:00+00:00,2023-01-24 06:00:00+00:00,14715.01,10837.96,6775.65,9616.04,41944.67
558,2023-01-24 06:00:00+00:00,2023-01-24 07:00:00+00:00,14129.21,10318.93,6643.59,9301.83,40393.56
559,2023-01-24 07:00:00+00:00,2023-01-24 08:00:00+00:00,13736.95,10069.07,6739.47,9094.84,39640.33
560,2023-01-24 08:00:00+00:00,2023-01-24 09:00:00+00:00,13568.02,10001.77,6913.37,8989.67,39472.83
561,2023-01-24 09:00:00+00:00,2023-01-24 10:00:00+00:00,13666.27,10027.75,6966.25,9007.11,39667.37
562,2023-01-24 10:00:00+00:00,2023-01-24 11:00:00+00:00,14047.25,10251.94,7022.35,9206.43,40527.97
563,2023-01-24 11:00:00+00:00,2023-01-24 12:00:00+00:00,15076.76,10904.34,7004.88,9736.28,42722.25
564,2023-01-24 12:00:00+00:00,2023-01-24 13:00:00+00:00,16725.67,11949.77,7254.66,10472.34,46402.45
565,2023-01-24 13:00:00+00:00,2023-01-24 14:00:00+00:00,17800.45,12483.62,7366.19,10852.52,48502.78
566,2023-01-24 14:00:00+00:00,2023-01-24 15:00:00+00:00,17928.41,12539.91,7388.51,11089.22,48946.05
567,2023-01-24 15:00:00+00:00,2023-01-24 16:00:00+00:00,18515.95,12566.2,7407.58,11251.62,49741.36
568,2023-01-24 16:00:00+00:00,2023-01-24 17:00:00+00:00,18700.99,12601.01,7441.74,11388.59,50132.33
569,2023-01-24 17:00:00+00:00,2023-01-24 18:00:00+00:00,18750.11,12626.28,7396.27,11339.9,50112.55
570,2023-01-24 18:00:00+00:00,2023-01-24 19:00:00+00:00,18791.68,12736.54,7336.37,11095.13,49959.72
571,2023-01-24 19:00:00+00:00,2023-01-24 20:00:00+00:00,18768.03,12398.92,7289.66,10959.31,49415.91
572,2023-01-24 20:00:00+00:00,2023-01-24 21:00:00+00:00,18606.53,11936.11,7211.29,10389.7,48143.63
573,2023-01-24 21:00:00+00:00,2023-01-24 22:00:00+00:00,18476.01,11687.1,7286.07,10020.65,47469.82
574,2023-01-24 22:00:00+00:00,2023-01-24 23:00:00+00:00,18958.87,11759.96,7350.97,10160.53,48230.34
575,2023-01-24 23:00:00+00:00,2023-01-25 00:00:00+00:00,19651.52,12040.14,7423.43,10325.49,49440.58
576,2023-01-25 00:00:00+00:00,2023-01-25 01:00:00+00:00,20055.02,12669.18,7682.48,10791.14,51197.82
577,2023-01-25 01:00:00+00:00,2023-01-25 02:00:00+00:00,20211.41,12866.23,7690.24,11006.48,51774.36
578,2023-01-25 02:00:00+00:00,2023-01-25 03:00:00+00:00,20262.31,12853.26,7788.38,10923.19,51827.14
579,2023-01-25 03:00:00+00:00,2023-01-25 04:00:00+00:00,19865.09,12660.18,7699.32,10621.57,50846.17
580,2023-01-25 04:00:00+00:00,2023-01-25 05:00:00+00:00,18890.09,12163.63,7544.81,10185.7,48784.24
581,2023-01-25 05:00:00+00:00,2023-01-25 06:00:00+00:00,18028.06,11737.09,7411.78,9852.93,47029.86
582,2023-01-25 06:00:00+00:00,2023-01-25 07:00:00+00:00,17401.81,11311.4,7347.42,9618.83,45679.47
583,2023-01-25 07:00:00+00:00,2023-01-25 08:00:00+00:00,17139.05,11251.45,7311.73,9470.12,45172.36
584,2023-01-25 08:00:00+00:00,2023-01-25 09:00:00+00:00,16971.7,11215.35,7359.94,9417.45,44964.44
585,2023-01-25 09:00:00+00:00,2023-01-25 10:00:00+00:00,16949.93,11255.38,7372.34,9504.33,45081.97
586,2023-01-25 10:00:00+00:00,2023-01-25 11:00:00+00:00,17451.41,11642.4,7400.97,9814.84,46309.62
587,2023-01-25 11:00:00+00:00,2023-01-25 12:00:00+00:00,18366.21,12438.23,7473.29,10429.92,48707.66
588,2023-01-25 12:00:00+00:00,2023-01-25 13:00:00+00:00,19900.83,13802.91,7663.32,11301.43,52668.49
589,2023-01-25 13:00:00+00:00,2023-01-25 14:00:00+00:00,20579.84,14371.85,7797.5,11734.26,54483.46
590,2023-01-25 14:00:00+00:00,2023-01-25 15:00:00+00:00,20281.35,13804.32,7710.67,11794.6,53590.94
591,2023-01-25 15:00:00+00:00,2023-01-25 16:00:00+00:00,19921.69,13177.8,7434.97,11819.68,52354.14
592,2023-01-25 16:00:00+00:00,2023-01-25 17:00:00+00:00,19314.71,12529.16,7290.03,11771.77,50905.67
593,2023-01-25 17:00:00+00:00,2023-01-25 18:00:00+00:00,19020.97,11833.56,7251.7,11408.34,49514.58
594,2023-01-25 18:00:00+00:00,2023-01-25 19:00:00+00:00,18749.77,11370.32,7147.3,11048.08,48315.48
595,2023-01-25 19:00:00+00:00,2023-01-25 20:00:00+00:00,18425.01,11045.13,7146.92,10702.52,47319.59
596,2023-01-25 20:00:00+00:00,2023-01-25 21:00:00+00:00,18204.76,10823.49,7084.03,10440.53,46552.81
597,2023-01-25 21:00:00+00:00,2023-01-25 22:00:00+00:00,18027.14,10815.82,6992.48,10282.21,46117.65
598,2023-01-25 22:00:00+00:00,2023-01-25 23:00:00+00:00,18128.3,11061.53,7040.9,10270.57,46501.31
599,2023-01-25 23:00:00+00:00,2023-01-26 00:00:00+00:00,18433.0,11476.59,7133.39,10730.68,47773.66
600,2023-01-26 00:00:00+00:00,2023-01-26 01:00:00+00:00,19434.55,12457.85,7434.06,11236.49,50562.96
601,2023-01-26 01:00:00+00:00,2023-01-26 02:00:00+00:00,19612.44,12823.79,7556.84,11367.41,51360.47
602,2023-01-26 02:00:00+00:00,2023-01-26 03:00:00+00:00,19683.91,12905.26,7671.95,11361.18,51622.3
603,2023-01-26 03:00:00+00:00,2023-01-26 04:00:00+00:00,19327.3,12762.0,7870.54,11147.72,51107.56
604,2023-01-26 04:00:00+00:00,2023-01-26 05:00:00+00:00,18471.49,12249.03,7713.25,10730.42,49164.19
605,2023-01-26 05:00:00+00:00,2023-01-26 06:00:00+00:00,17726.49,11703.86,7586.42,10331.41,47348.19
606,2023-01-26 06:00:00+00:00,2023-01-26 07:00:00+00:00,17363.45,11425.46,7473.07,10072.72,46334.7
607,2023-01-26 07:00:00+00:00,2023-01-26 08:00:00+00:00,17261.51,11452.87,7420.22,10004.06,46138.67
608,2023-01-26 08:00:00+00:00,2023-01-26 09:00:00+00:00,17410.2,11678.23,7354.22,10025.13,46467.79
609,2023-01-26 09:00:00+00:00,2023-01-26 10:00:00+00:00,17734.69,11917.64,7376.75,10138.36,47167.44
610,2023-01-26 10:00:00+00:00,2023-01-26 11:00:00+00:00,18438.47,12452.33,7385.55,10483.2,48759.56
611,2023-01-26 11:00:00+00:00,2023-01-26 12:00:00+00:00,19670.54,13365.21,7321.16,11161.04,51517.96
612,2023-01-26 12:00:00+00:00,2023-01-26 13:00:00+00:00,21538.04,14776.88,7422.64,12112.17,55849.73
613,2023-01-26 13:00:00+00:00,2023-01-26 14:00:00+00:00,22282.29,15336.69,7536.6,12479.15,57634.73
614,2023-01-26 14:00:00+00:00,2023-01-26 15:00:00+00:00,21307.54,14653.9,7629.9,12205.23,55796.57
615,2023-01-26 15:00:00+00:00,2023-01-26 16:00:00+00:00,19918.68,13528.54,7379.75,11834.39,52661.36
616,2023-01-26 16:00:00+00:00,2023-01-26 17:00:00+00:00,18472.66,12641.37,7138.1,11399.54,49651.68
617,2023-01-26 17:00:00+00:00,2023-01-26 18:00:00+00:00,17263.18,11884.75,7004.12,10973.17,47125.21
618,2023-01-26 18:00:00+00:00,2023-01-26 19:00:00+00:00,16300.09,11430.99,6943.43,10605.36,45279.88
619,2023-01-26 19:00:00+00:00,2023-01-26 20:00:00+00:00,15557.86,10972.84,6835.77,10353.1,43719.58
620,2023-01-26 20:00:00+00:00,2023-01-26 21:00:00+00:00,15090.86,10729.73,6856.42,10155.07,42832.08
621,2023-01-26 21:00:00+00:00,2023-01-26 22:00:00+00:00,14747.59,10684.16,6830.78,10023.57,42286.1
622,2023-01-26 22:00:00+00:00,2023-01-26 23:00:00+00:00,14941.08,10940.38,6774.94,10019.11,42675.5
623,2023-01-26 23:00:00+00:00,2023-01-27 00:00:00+00:00,15712.19,11502.49,6907.44,10234.54,44356.67
624,2023-01-27 00:00:00+00:00,2023-01-27 01:00:00+00:00,17010.64,12469.09,7238.58,10767.94,47486.25
625,2023-01-27 01:00:00+00:00,2023-01-27 02:00:00+00:00,17573.82,12971.02,7454.33,10925.62,48924.79
626,2023-01-27 02:00:00+00:00,2023-01-27 03:00:00+00:00,17910.22,13133.38,7466.58,10996.82,49507.0
627,2023-01-27 03:00:00+00:00,2023-01-27 04:00:00+00:00,17724.34,13001.64,7321.31,10855.0,48902.29
628,2023-01-27 04:00:00+00:00,2023-01-27 05:00:00+00:00,17259.9,12632.36,7235.57,10478.44,47606.27
629,2023-01-27 05:00:00+00:00,2023-01-27 06:00:00+00:00,16872.41,12223.76,7262.0,10140.61,46498.78
630,2023-01-27 06:00:00+00:00,2023-01-27 07:00:00+00:00,16690.5,11919.4,7183.62,9925.07,45718.59
631,2023-01-27 07:00:00+00:00,2023-01-27 08:00:00+00:00,16780.55,11930.49,7195.18,9831.84,45738.07
632,2023-01-27 08:00:00+00:00,2023-01-27 09:00:00+00:00,16986.37,11897.44,7223.62,9891.19,45998.62
633,2023-01-27 09:00:00+00:00,2023-01-27 10:00:00+00:00,17369.69,11998.52,7245.5,10021.51,46635.22
634,2023-01-27 10:00:00+00:00,2023-01-27 11:00:00+00:00,18018.97,12344.2,7319.46,10304.72,47987.35
635,2023-01-27 11:00:00+00:00,2023-01-27 12:00:00+00:00,19135.2,13014.94,7460.88,10945.47,50556.48
636,2023-01-27 12:00:00+00:00,2023-01-27 13:00:00+00:00,20781.02,14121.71,7715.93,11820.32,54438.98
637,2023-01-27 13:00:00+00:00,2023-01-27 14:00:00+00:00,21581.85,14565.71,7642.35,12185.53,55975.43
638,2023-01-27 14:00:00+00:00,2023-01-27 15:00:00+00:00,20731.47,14325.69,7484.11,12051.65,54592.93
639,2023-01-27 15:00:00+00:00,2023-01-27 16:00:00+00:00,19411.06,13897.54,7303.64,11751.7,52363.94
640,2023-01-27 16:00:00+00:00,2023-01-27 17:00:00+00:00,18090.84,13428.97,7177.8,11486.77,50184.37
641,2023-01-27 17:00:00+00:00,2023-01-27 18:00:00+00:00,16989.41,12870.82,7046.37,10959.47,47866.08
642,2023-01-27 18:00:00+00:00,2023-01-27 19:00:00+00:00,15991.34,12293.75,6880.04,10944.76,46109.89
643,2023-01-27 19:00:00+00:00,2023-01-27 20:00:00+00:00,15228.93,12019.59,6804.26,10811.59,44864.37
644,2023-01-27 20:00:00+00:00,2023-01-27 21:00:00+00:00,14790.32,11872.28,6720.25,10656.17,44039.02
645,2023-01-27 21:00:00+00:00,2023-01-27 22:00:00+00:00,14477.31,11831.09,6737.07,10525.3,43570.77
646,2023-01-27 22:00:00+00:00,2023-01-27 23:00:00+00:00,14609.82,11996.59,6678.85,10501.3,43786.56
647,2023-01-27 23:00:00+00:00,2023-01-28 00:00:00+00:00,15096.8,12326.21,6687.02,10677.79,44787.82
648,2023-01-28 00:00:00+00:00,2023-01-28 01:00:00+00:00,16038.92,12789.8,6871.81,10838.23,46538.75
649,2023-01-28 01:00:00+00:00,2023-01-28 02:00:00+00:00,16460.78,12744.03,7015.89,10674.73,46895.43
650,2023-01-28 02:00:00+00:00,2023-01-28 03:00:00+00:00,16543.85,12573.19,7066.33,10488.78,46672.14
651,2023-01-28 03:00:00+00:00,2023-01-28 04:00:00+00:00,16436.88,12269.6,7060.86,10201.75,45969.09
652,2023-01-28 04:00:00+00:00,2023-01-28 05:00:00+00:00,15949.64,11794.19,7077.74,9814.32,44635.89
653,2023-01-28 05:00:00+00:00,2023-01-28 06:00:00+00:00,15395.05,11329.8,6983.35,9369.52,43077.73
654,2023-01-28 06:00:00+00:00,2023-01-28 07:00:00+00:00,14897.0,10886.04,6971.1,8998.72,41752.86
655,2023-01-28 07:00:00+00:00,2023-01-28 08:00:00+00:00,14539.66,10566.24,6947.34,8759.85,40813.09
656,2023-01-28 08:00:00+00:00,2023-01-28 09:00:00+00:00,14239.0,10325.44,6905.97,8601.68,40072.08
657,2023-01-28 09:00:00+00:00,2023-01-28 10:00:00+00:00,14252.31,10144.17,6895.38,8506.62,39798.48
658,2023-01-28 10:00:00+00:00,2023-01-28 11:00:00+00:00,14225.65,10278.06,6934.06,8488.65,39926.42
659,2023-01-28 11:00:00+00:00,2023-01-28 12:00:00+00:00,14489.08,10384.53,7003.1,8646.12,40522.83
660,2023-01-28 12:00:00+00:00,2023-01-28 13:00:00+00:00,14854.33,10655.89,6980.25,8888.77,41379.24
661,2023-01-28 13:00:00+00:00,2023-01-28 14:00:00+00:00,15405.14,11057.47,6960.55,9172.63,42595.79
662,2023-01-28 14:00:00+00:00,2023-01-28 15:00:00+00:00,15933.13,11397.0,7107.82,9434.57,43872.53
663,2023-01-28 15:00:00+00:00,2023-01-28 16:00:00+00:00,16331.46,11692.51,7230.46,9699.96,44954.39
664,2023-01-28 16:00:00+00:00,2023-01-28 17:00:00+00:00,16392.08,11613.81,7095.36,9849.2,44950.46
665,2023-01-28 17:00:00+00:00,2023-01-28 18:00:00+00:00,16085.57,11538.93,7026.08,9883.76,44534.34
666,2023-01-28 18:00:00+00:00,2023-01-28 19:00:00+00:00,15538.06,11364.51,6880.24,9832.32,43615.13
667,2023-01-28 19:00:00+00:00,2023-01-28 20:00:00+00:00,14687.04,11280.85,6845.72,9735.01,42548.62
668,2023-01-28 20:00:00+00:00,2023-01-28 21:00:00+00:00,14125.13,11178.59,6798.36,9660.3,41762.39
669,2023-01-28 21:00:00+00:00,2023-01-28 22:00:00+00:00,13936.34,11153.32,6739.86,9641.78,41471.3
670,2023-01-28 22:00:00+00:00,2023-01-28 23:00:00+00:00,13792.46,11097.42,6600.45,9598.24,41088.57
671,2023-01-28 23:00:00+00:00,2023-01-29 00:00:00+00:00,13751.13,11064.05,6722.14,9726.87,41264.18
672,2023-01-29 00:00:00+00:00,2023-01-29 01:00:00+00:00,14241.48,11250.75,6901.04,9906.34,42299.62
673,2023-01-29 01:00:00+00:00,2023-01-29 02:00:00+00:00,14234.14,11274.77,6895.95,9832.49,42237.35
674,2023-01-29 02:00:00+00:00,2023-01-29 03:00:00+00:00,14013.1,11102.64,6881.44,9701.24,41698.41
675,2023-01-29 03:00:00+00:00,2023-01-29 04:00:00+00:00,13573.1,10815.06,6846.26,9521.07,40755.49
676,2023-01-29 04:00:00+00:00,2023-01-29 05:00:00+00:00,12899.28,10407.95,6825.49,9251.93,39384.64
677,2023-01-29 05:00:00+00:00,2023-01-29 06:00:00+00:00,12400.32,9995.79,6816.34,8966.53,38178.98
678,2023-01-29 06:00:00+00:00,2023-01-29 07:00:00+00:00,11804.86,9508.3,6782.97,8676.02,36772.16
679,2023-01-29 07:00:00+00:00,2023-01-29 08:00:00+00:00,11347.54,9150.97,6753.85,8397.29,35649.65
680,2023-01-29 08:00:00+00:00,2023-01-29 09:00:00+00:00,11101.19,8876.42,6737.67,8230.19,34945.47
681,2023-01-29 09:00:00+00:00,2023-01-29 10:00:00+00:00,10990.21,8709.13,6778.45,8139.49,34617.27
682,2023-01-29 10:00:00+00:00,2023-01-29 11:00:00+00:00,10921.97,8704.56,6778.15,8097.72,34502.39
683,2023-01-29 11:00:00+00:00,2023-01-29 12:00:00+00:00,11262.34,8682.7,6833.21,8151.8,34930.05
684,2023-01-29 12:00:00+00:00,2023-01-29 13:00:00+00:00,11639.74,8880.16,6894.27,8310.28,35724.44
685,2023-01-29 13:00:00+00:00,2023-01-29 14:00:00+00:00,12342.04,9234.05,6995.05,8526.36,37097.5
686,2023-01-29 14:00:00+00:00,2023-01-29 15:00:00+00:00,13229.97,9646.85,7043.46,8806.37,38726.65
687,2023-01-29 15:00:00+00:00,2023-01-29 16:00:00+00:00,14564.83,10085.44,7172.71,9228.25,41051.24
688,2023-01-29 16:00:00+00:00,2023-01-29 17:00:00+00:00,15410.9,10362.3,7254.75,9606.67,42634.62
689,2023-01-29 17:00:00+00:00,2023-01-29 18:00:00+00:00,16208.5,10555.19,7184.93,9848.31,43796.95
690,2023-01-29 18:00:00+00:00,2023-01-29 19:00:00+00:00,16883.3,10767.83,7142.48,10081.17,44874.77
691,2023-01-29 19:00:00+00:00,2023-01-29 20:00:00+00:00,17570.46,10867.37,7208.92,10178.43,45825.18
692,2023-01-29 20:00:00+00:00,2023-01-29 21:00:00+00:00,18031.37,11006.52,7224.99,10211.52,46474.4
693,2023-01-29 21:00:00+00:00,2023-01-29 22:00:00+00:00,18385.73,11262.64,7307.9,10215.0,47171.27
694,2023-01-29 22:00:00+00:00,2023-01-29 23:00:00+00:00,18771.55,11531.5,7200.96,10215.13,47719.14
695,2023-01-29 23:00:00+00:00,2023-01-30 00:00:00+00:00,19539.37,11637.23,7214.87,10273.1,48664.56
696,2023-01-30 00:00:00+00:00,2023-01-30 01:00:00+00:00,20465.07,11949.78,7359.92,10428.74,50203.5
697,2023-01-30 01:00:00+00:00,2023-01-30 02:00:00+00:00,20871.19,12060.79,7451.45,10353.76,50737.2
698,2023-01-30 02:00:00+00:00,2023-01-30 03:00:00+00:00,20906.83,11806.13,7476.14,10177.06,50366.16
699,2023-01-30 03:00:00+00:00,2023-01-30 04:00:00+00:00,20680.02,11552.77,7473.96,9865.02,49571.77
700,2023-01-30 04:00:00+00:00,2023-01-30 05:00:00+00:00,19985.67,11048.99,7494.45,9371.43,47900.54
701,2023-01-30 05:00:00+00:00,2023-01-30 06:00:00+00:00,19350.7,10531.64,7370.4,8835.21,46087.94
702,2023-01-30 06:00:00+00:00,2023-01-30 07:00:00+00:00,19052.12,10118.68,7340.42,8442.16,44953.38
703,2023-01-30 07:00:00+00:00,2023-01-30 08:00:00+00:00,19041.48,9950.72,7458.54,8186.17,44636.9
704,2023-01-30 08:00:00+00:00,2023-01-30 09:00:00+00:00,19272.68,9946.56,7526.7,8173.28,44919.22
705,2023-01-30 09:00:00+00:00,2023-01-30 10:00:00+00:00,19648.02,10133.36,7629.41,8291.72,45702.51
706,2023-01-30 10:00:00+00:00,2023-01-30 11:00:00+00:00,20322.29,10598.6,7676.77,8580.15,47177.81
707,2023-01-30 11:00:00+00:00,2023-01-30 12:00:00+00:00,21638.31,11475.2,7733.16,9126.93,49973.6
708,2023-01-30 12:00:00+00:00,2023-01-30 13:00:00+00:00,23484.32,12819.68,7913.35,9994.94,54212.29
709,2023-01-30 13:00:00+00:00,2023-01-30 14:00:00+00:00,24533.36,13737.01,7677.66,10558.52,56506.56
710,2023-01-30 14:00:00+00:00,2023-01-30 15:00:00+00:00,24662.77,14153.66,7484.65,10783.65,57084.73
711,2023-01-30 15:00:00+00:00,2023-01-30 16:00:00+00:00,24906.07,14579.66,7458.83,11028.28,57972.83
712,2023-01-30 16:00:00+00:00,2023-01-30 17:00:00+00:00,25024.93,14951.48,7523.31,11044.92,58544.64
713,2023-01-30 17:00:00+00:00,2023-01-30 18:00:00+00:00,25129.67,15365.68,7498.81,11199.1,59193.25
714,2023-01-30 18:00:00+00:00,2023-01-30 19:00:00+00:00,25220.89,15669.68,7543.61,11308.73,59742.91
715,2023-01-30 19:00:00+00:00,2023-01-30 20:00:00+00:00,25174.95,15898.76,7679.12,11408.33,60161.17
716,2023-01-30 20:00:00+00:00,2023-01-30 21:00:00+00:00,25029.06,15968.77,7667.97,11402.94,60068.73
717,2023-01-30 21:00:00+00:00,2023-01-30 22:00:00+00:00,25005.3,16169.89,7482.09,11495.14,60152.43
718,2023-01-30 22:00:00+00:00,2023-01-30 23:00:00+00:00,25157.62,16439.15,7376.26,11623.66,60596.69
719,2023-01-30 23:00:00+00:00,2023-01-31 00:00:00+00:00,25474.31,16874.23,7330.14,11939.76,61618.44
